query,query_language,doc_id,doc_title,doc_snippet,relevant,annotator
শিক্ষা,bn,https://www.bd-pratidin.com/national/2026/01/16/1205462,দক্ষিণ এশিয়ায় উচ্চশিক্ষার রূপান্তরে ‘ঢাকা ঘোষণা’ গৃহীত,"দক্ষিণ এশিয়ায় একটি স্থিতিশীল, অন্তর্ভুক্তিমূলক, উদ্ভাবনী ও বৈশ্বিকভাবে গ্রহণযোগ্য উচ্চশিক্ষা ব্যবস্থা গড়ে তোলার লক্ষ্যে আটটি কৌশলগত অঙ্গীকার নিয়ে গৃহী",Yes,Nuh
শিক্ষা,bn,https://www.prothomalo.com/bangladesh/district/npt8pzeoa3,বিনা মূল্যে বই বিতরণে বাংলাদেশ অনন্য দৃষ্টান্ত স্থাপন করেছে: শিক্ষামন্ত্রী,"শিক্ষামন্ত্রী দীপু মনি বলেছেন, সারা দেশে আজ বই উৎসব হয়েছে। সারা পৃথিবীতে বাংলাদেশ অনন্য দৃষ্টান্ত স্থাপন করেছে, যেখানে বছরের প্রথম দিন বই উৎসব হয় এব",Yes,Nuh
শিক্ষা,bn,https://www.dhakapost.com/country/416714,সৈয়দপুর বিজ্ঞান কলেজ থেকে মেডিকেলে ভর্তির সুযোগ পেলেন ৪৫ শিক্ষার্থী,নীলফামারীর সৈয়দপুর সরকারি বিজ্ঞান কলেজ থেকে এ বছর ৪৫ জন শিক্ষার্থী মেডিকেল কলেজে ভর্তির সুযোগ পেয়েছেন। রোববার (১৪ ডিসেম্বর) রাতে কলেজের অধ্যক্ষ আবুল ক,Yes,Nuh
Prime Minister,en,https://www.tbsnews.net/economy/be-frugal-spending-development-projects-pm-106330,Be frugal in spending on development projects: PM,Prime Minister Sheikh Hasina has asked officials concerned to be economical in spending public money on development projects in order to be able to ad,Yes,Nuh
Prime Minister,en,https://www.dhakatribune.com/bangladesh/290300/pm-hasina-sends-mangoes-to-her-pakistan,PM Hasina sends mangoes to her Pakistan counterpart,"Prime minister Sheikh Hasina has sent mangoes to her Pakistani Counterpart Shahbaz Sharif as a special goodwill gesture.

Officials of the Bangladesh ",Yes,Nuh
Prime Minister,en,https://www.thedailystar.net/news/reforms-body-to-remove-anomalies-says-pm,"Reforms body to remove anomalies, says PM","Prime Minister Sheikh Hasina yesterday called upon the government officials to make united and integrated efforts for achieving rapid economic growth,",Yes,Nuh
Prime Minister,en,https://www.thedailystar.net/news/sharif-hasina-witness-match,"Sharif, Hasina witness match","As soon as Pakistan Prime Minister Nawaz Sharif arrived in the Dhaka Stadium yesterday at about 2 pm, Saeed Anwar welcomed him hitting a spectacular b",Yes,Nuh
Prime Minister,en,https://www.thedailystar.net/news/hasina-to-attend-one-asia-assembly-in-kuala-lumpur,Hasina to attend One Asia Assembly in Kuala Lumpur,Prime Minister Sheikh Hasina has been invited to attend the One Asia Assembly to be organised by the Press Foundation of Asia (PFA) in January 2001 in,Yes,Nuh
Prime Minister,en,https://www.newagebd.net/post/europe/278562/macron-seeks-new-pm-to-end-france-crisis,Macron seeks new PM to end France crisis,French president Emmanuel Macron was on Thursday racing to find a new prime minister within a two-day deadline after the resignation of outgoing premi,Yes,Nuh
Prime Minister,en,https://www.thedailystar.net/news/president-pm-greet-myanmar-leader-than-shwe,"President, PM greet Myanmar leader, Than Shwe",President Justice Shahabuddin Ahmed and Prime Minister Sheikh Hasina have felicitated Myanmar leader Gen Than Shwe on the auspicious occasion of the i,Yes,Nuh
Prime Minister,en,https://www.dhakatribune.com/bangladesh/290308/pm-hasina-to-inaugurate-new-foreign-ministry,PM Hasina to inaugurate new Foreign Ministry building Thursday,Foreign Minister Dr AK Abdul Momen on Tuesday said the newly constructed eight-storey building of his ministry will help address the growing demand fo,Yes,Nuh
Prime Minister,en,https://www.tbsnews.net/bangladesh/crime/2013-shapla-chattar-killings-ict-sets-5-april-probe-report-against-hasina-24-others,"2013 Shapla Chattar killings: ICT sets 5 April for probe report against Hasina, 24 others",The International Crimes Tribunal (ICT) has directed its investigation agency and prosecution to complete their probe and submit a report within two m,Yes,Nuh
Prime Minister,en,https://www.thedailystar.net/news/hasina-pranab-open-locomotives-from-india,"Hasina, Pranab open locomotives from India",Bangladesh Prime Minister Sheikh Hasina and visiting Indian President Pranab Mukherjee yesterday morning jointly inaugurated the commissioning of broa,Yes,Nuh
Prime Minister,en,https://www.thedailystar.net/news/pak-pm-to-make-private-india-visit,Pak PM to make 'private' India visit,"Pakistan Prime Minister Raja Pervez Ashraf will visit India for the first time this week for a day-long pilgrimage to Ajmer Sharif, officials in both ",Yes,Nuh
Prime Minister,en,https://www.banglatribune.com/country/60979/%E0%A6%B6%E0%A6%B9%E0%A7%80%E0%A6%A6-%E0%A6%AC%E0%A7%81%E0%A6%A6%E0%A7%8D%E0%A6%A7%E0%A6%BF%E0%A6%9C%E0%A7%80%E0%A6%AC%E0%A7%80%E0%A6%A6%E0%A7%87%E0%A6%B0-%E0%A6%B6%E0%A7%8D%E0%A6%B0%E0%A6%A6%E0%A7%8D%E0%A6%A7%E0%A6%BE-%E0%A6%9C%E0%A6%BE%E0%A6%A8%E0%A6%BE%E0%A6%B2%E0%A7%87%E0%A6%A8-%E0%A6%B0%E0%A6%BE%E0%A6%B7%E0%A7%8D%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%AA%E0%A6%A4%E0%A6%BF-%E0%A6%93,শহীদ বুদ্ধিজীবীদের শ্রদ্ধা জানালেন রাষ্ট্রপতি ও প্রধানমন্ত্রী,মিরপুরে শহীদ বুদ্ধিজীবী স্মৃতিসৌধে শহীদদের প্রতি শ্রদ্ধা জানিয়েছেন রাষ্ট্রপতি আবদুল হামিদ ও প্রধানমন্ত্রী শেখ হাসিনা। সোমবার সকালে বধ্যভূমি স্মৃতিসৌধে,Yes,Nuh
Prime Minister,en,https://www.banglatribune.com/business/66065/%E0%A6%85%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%AC%E0%A6%B9%E0%A7%83%E0%A6%B9-%E0%A6%85%E0%A6%B0%E0%A7%8D%E0%A6%A5-%E0%A6%85%E0%A6%A8%E0%A7%8D%E0%A6%AF-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%95%E0%A6%B2%E0%A7%8D%E0%A6%AA%E0%A7%87-%E0%A6%96%E0%A6%B0%E0%A6%9A-%E0%A6%95%E0%A6%B0%E0%A6%BE-%E0%A6%AF%E0%A6%BE%E0%A6%AC%E0%A7%87,অব্যবহৃহ অর্থ অন্য প্রকল্পে খরচ করা যাবে,প্রকল্প বাস্তবায়ন দ্রুত ও সহজতর করার জন্য মন্ত্রণালয়ের এক প্রকল্পের অব্যবহৃহ অর্থ প্রয়োজনে একই মন্ত্রণালয়ের অন্য প্রকল্পে খরচ করা যাবে বলে জানিয়েছেন প,No,Nuh
Prime Minister,en,https://www.bd-pratidin.com/national/2026/01/31/1211499,পানি সম্পদ মন্ত্রণালয়ের নতুন সচিব হলেন ড. এ কে এম শাহাবুদ্দিন,ড. এ কে এম শাহাবুদ্দিনকে পানি সম্পদ মন্ত্রণালয়ের নতুন সচিব হিসেবে নিয়োগ দিয়েছে সরকার। বৃহস্পতিবার জনপ্রশাসন মন্ত্রণালয়ের ঊর্ধ্বতন নিয়োগ-১ শাখার সিনিয়র,No,Nuh
Prime Minister,en,https://www.thedailystar.net/news/hasina-to-visit-pirojpur-today,Hasina to visit Pirojpur today,Prime Minster Sheikh Hasina visits Pirojpur today to inaugurate and lay the foundation of a number of development projects. She will address a public,Yes,Hasib
Prime Minister,en,https://www.banglatribune.com/country/62121/%E0%A6%9C%E0%A6%BE%E0%A6%A4%E0%A7%80%E0%A7%9F-%E0%A6%B8%E0%A7%8D%E0%A6%AE%E0%A7%83%E0%A6%A4%E0%A6%BF%E0%A6%B8%E0%A7%8C%E0%A6%A7%E0%A7%87-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A7%E0%A6%BE%E0%A6%A8%E0%A6%AE%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A7%80-%E0%A6%93-%E0%A6%B0%E0%A6%BE%E0%A6%B7%E0%A7%8D%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%AA%E0%A6%A4%E0%A6%BF%E0%A6%B0,জাতীয় স্মৃতিসৌধে প্রধানমন্ত্রী ও রাষ্ট্রপতির শ্রদ্ধা,যথাযোগ্য মর্যাদায় পালিত হচ্ছে ৪৪তম মহান বিজয় দিবস। ভোরে সূর্যোদয়ের সঙ্গে সঙ্গে জাতীয় প্যারেড স্কয়ারে (পুরনো বিমানবন্দর) তোপধ্বনির মধ্য দিয়ে শুরু হয় বি,Yes,Hasib
Prime Minister,en,https://www.bd-pratidin.com/international-news/2026/01/30/1210975,চীনের সঙ্গে সম্পর্ক উন্নয়ন ‘অত্যাবশ্যক’ : ব্রিটিশ প্রধানমন্ত্রী,ব্রিটেন ও চীনের মধ্যকার সম্পর্ক উন্নয়নকে ‘অত্যাবশ্যক’ বলে মন্তব্য করেছেন যুক্তরাজ্যের প্রধানমন্ত্রী কেয়ার স্টারমার। বৃহস্পতিবার (২৯ জানুয়ারি) বেইজিংয়ে,Yes,Hasib
Prime Minister,en,https://www.prothomalo.com/bangladesh/znu91gewan,বিজয় দিবসে জাতীয় স্মৃতিসৌধে বীর শহীদদের প্রতি রাষ্ট্রপতির শ্রদ্ধা,রাষ্ট্রপতি মো. সাহাবুদ্দিন মহান বিজয় দিবস উপলক্ষে সাভারে জাতীয় স্মৃতিসৌধে পুষ্পস্তবক অর্পণের মাধ্যমে ১৯৭১ সালের মহান মুক্তিযুদ্ধের বীর শহীদদের প্রতি গ,No,Hasib
Prime Minister,en,https://www.thedailystar.net/news/chairman-proposes-minister-opposes,"Chairman proposes, minister opposes","Less than a week after the announcement that he would welcome newsmen at all meetings of the parliamentary bodies he heads, Suranjit Sengupta had to f",No,Hasib
Prime Minister,en,https://www.tbsnews.net/bangladesh/opposition-lawmakers-slam-health-minister-failure-tackle-covid-19-100156,Opposition lawmakers slam health minister for ‘failure’ to tackle Covid-19,"Some lawmakers of opposition parties in parliament have come down heavily on Health Minister Zahid Maleque, claiming that his ministry has failed to t",No,Hasib
Prime Minister,en,https://www.tbsnews.net/bangladesh/india-continues-monitor-attacks-minorities-bangladesh-indian-state-minister-external,India continues to monitor attacks on minorities in Bangladesh: Indian State minister for External Affairs,"India continues to monitor reports of incidents of attacks against minorities in Bangladesh, including on their homes, properties, businesses and plac",No,Hasib
Prime Minister,en,https://www.thedailystar.net/news/operation-clean-heart-stillunderway-home-minister,Operation Clean Heart' stillunderway: Home minister,"Home Minister Altaf Hossain Chowdhury yesterday said the 'Operation Clean Heart', an anti-crime drive by the joint forces, was still underway. ""Operat",No,Hasib
Prime Minister,en,https://www.tbsnews.net/worldbiz/china/chinas-corruption-watchdog-probing-emergency-management-minister-1349281,China's corruption watchdog probing emergency management minister,"China's minister of emergency management, Wang Xiangxi, is being investigated for suspected ""serious violations of discipline and law,"" a common euphe",No,Hasib
Prime Minister,en,https://www.thedailystar.net/news/call-to-protect-parliamentary-democracy,Call to protect parliamentary democracy,"Political Adviser to the Prime Minister Dr S A Malek urged all, especially the intellectuals, yesterday to come forward to protect parliamentary democ",Yes,Hasib
Prime Minister,en,https://www.tbsnews.net/bangladesh/foreign-diplomats-joining-guided-tour-july-mass-uprising-memorial-museum-1351241,"July Museum highlights climax of 36 days, Hasina's misrule: Foreign Adviser",Foreign Affairs Adviser Md Touhid Hossain today (3 February) said the July Mass Uprising Memorial Museum reflects the Bangladesh people's struggle aga,Yes,Hasib
Prime Minister,en,https://dailynewnation.com/three-ministries-must-unite-for-one-health-pledge-adviser-farida,Three ministries must unite for ‘One Health’ pledge: Adviser Farida,Effective implementation of the ‘One Health’ approach requires coordinated commitment at the highest level among the ministries of Health and Family W,No,Hasib
Prime Minister,en,https://dailynewnation.com/action-on-sports-ministry-graft-time-permitting-asif-nazrul,"Action on Sports Ministry graft, time permitting: Asif Nazrul",Newly appointed Youth and Sports Adviser Dr Asif Nazrul on Sunday said action will be taken against corruption or irregularities in the Youth and Spor,No,Hasib
Prime Minister,en,https://www.thedailystar.net/news/us-envoy-calls-on-law-minister,US envoy calls on law minister,"US Ambassador to Bangladesh John C Holzman called on Law and Parliamentary Affairs Minister Abdul Matin Khasru at his secretariat chamber yesterday, r",No,Hasib
Prime Minister,en,https://www.thedailystar.net/news/former-president-biswas-says,Former President Biswas says,"Former President Abdur Rahman Biswas yesterday said that during his presidency, his speeches in the Parliament were endorsed by the Prime Minister and",Yes,Hasib
Prime Minister,en,https://www.thedailystar.net/news/pm-comment-undemocratic-fakhrul,PM comment undemocratic: Fakhrul,Mirza Fakhrul Islam Alamgir BNP has termed undemocratic prime minister's comment that asked the opposition chief to go to Pakistan. Prime Minister She,Yes,Hasib
Prime Minister,en,https://www.newagebd.net/post/south%20asia/278939/canada-fm-modi-hold-meeting-in-delhi,"Canada FM, Modi hold meeting in Delhi",India prime minister Narendra Modi met with Canada foreign minister in New Delhi on Monday. ‘India-Canada bilateral relations have been steadily progr,Yes,Hasib
prison protest,en,https://www.tbsnews.net/world/first-arrest-hong-kong-after-anti-protest-law-implemented-handover-anniversary-100411,First arrest in Hong Kong after 'anti-protest law' implemented on handover anniversary,"Hong Kong officials said a man carrying a pro-independence flag is the first person to be arrested in Hong Kong after the new ""anti-protest"" law impos",Yes,Hasib
prison protest,en,https://www.newagebd.net/post/latin-america/283359/hundreds-protest-violence-against-women-in-mexico,Hundreds protest violence against women in Mexico,"Hundreds of women protested in Mexico City on Tuesday against gender-based violence, which kills an average of 10 women or girls every day in Mexico, ",Yes,Hasib
prison protest,en,https://dailynewnation.com/wiz-khalifa-sentenced-to-prison-for-drug-use,Wiz Khalifa sentenced to prison for drug use,A Romanian court has sentenced US rapper Wiz Khalifa to nine months in prison for publicly smoking marijuana on stage. The verdict was announced on Fr,No,Hasib
prison protest,en,https://www.tbsnews.net/world/south-asia-china/hong-kong-opposition-kicks-primary-elections-under-shadow-security-law-104668,Hong Kong opposition kicks off primary elections under shadow of security law,Hong Kong's opposition camp set up polling booths across the Chinese-ruled city on Saturday for primary elections aimed at selecting democracy candida,Yes,Hasib
prison protest,en,https://www.tbsnews.net/world/south-asia-china/hong-kong-man-accused-terrorism-first-use-new-china-security-law-101524,Hong Kong man accused of terrorism in first use of new China security law,"A man carrying a ""Liberate Hong Kong"" sign as he drove a motorcycle into police at a protest against the territory's Chinese rulers became on Friday t",Yes,Hasib
prison protest,en,https://www.dhakatribune.com/world/south-asia/371159/indian-court-finds-man-guilty-in-notorious,Indian court finds man guilty in notorious hospital rape case,"An Indian court on Saturday found a 33-year-old man guilty for the rape and murder of a doctor, a crime that sparked nationwide protests and hospital ",Yes,Hasib
prison protest,en,https://www.tbsnews.net/world/politics/unofficial-hong-kong-vote-sees-new-generation-take-over-battle-democracy-107026,Unofficial Hong Kong vote sees new generation take over battle for democracy,"A younger, more defiant generation of Hong Kong democrats has secured the most votes in unofficial primary elections in the Chinese-ruled city, settin",Yes,Hasib
prison protest,en,https://www.tbsnews.net/world/north-korea-denounces-uk-sanctions-organisations-accused-links-prison-camps-104806,North Korea denounces UK for sanctions on organisations accused of links to prison camps,North Korea denounced Britain on Saturday for announcing sanctions against two organisations that the British government has said are involved in forc,Yes,Hasib
prison protest,en,https://dailynewnation.com/imran-khan-wife-given-further-jail-terms-after-state-gift-fraud-case,"Imran Khan, wife given further jail terms after state gift fraud case",Former Pakistan Prime Minister Imran Khan and his wife Bushra Bibi have been sentenced to further jail terms following a fraud case involving state gi,Yes,Hasib
prison protest,en,https://www.dhakatribune.com/bangladesh/dhaka/402028/anis-alamgir-breaks-down-silently-in-the-dock,"Journalist Anis Alamgir breaks down in court, sent to prison in ACC case","Journalist Anis Alamgir broke down in tears in court on Wednesday after being shown arrested in a case filed by the Anti-Corruption Commission (ACC), ",Yes,Hasib
prison protest,en,https://www.prothomalo.com/world/middle-east/m5llvrjsyj,"বিক্ষোভকারীদের তিন দিনের মধ্যে আত্মসমর্পণের নির্দেশ ইরানের, গ্রেপ্তার ‘দাঙ্গাবাজদের’ শাস্তি দেওয়া শুরু",ইরানজুড়ে চলা বিক্ষোভের সময় গ্রেপ্তার ‘দাঙ্গাবাজদের’ কঠোর শাস্তির অঙ্গীকার ব্যক্ত করেছেন ইরানি কর্মকর্তারা। যাঁরা প্ররোচনার ফাঁদে পড়ে বিক্ষোভে যোগ দিয়ে,Yes,Hasib
prison protest,en,https://www.prothomalo.com/bangladesh/capital/cr9jkrsihw,"‘সংক্ষুব্ধ ছাত্র-জনতার’ মিছিলে পুলিশের ধাওয়া, লাঠিপেটা",‘সংক্ষুব্ধ আদিবাসী ছাত্র জনতার’ ওপর হামলার প্রতিবাদে ‘সংক্ষুব্ধ ছাত্র-জনতার’ ব্যানারে একদল বিক্ষোভকারী সচিবালয়ের দিকে যাওয়ার চেষ্টা করলে তাঁদের ধাওয়া,Yes,Hasib
prison protest,en,https://www.banglatribune.com/country/67583/%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A6%B6%E0%A6%BE%E0%A6%B9%E0%A7%80%E0%A6%A4%E0%A7%87-%E0%A6%B6%E0%A6%BF%E0%A6%AC%E0%A6%BF%E0%A6%B0-%E0%A6%AA%E0%A7%81%E0%A6%B2%E0%A6%BF%E0%A6%B6-%E0%A6%A7%E0%A6%BE%E0%A6%93%E0%A7%9F%E0%A6%BE-%E0%A6%AA%E0%A6%BE%E0%A6%B2%E0%A7%8D%E0%A6%9F%E0%A6%BE-%E0%A6%A7%E0%A6%BE%E0%A6%93%E0%A7%9F%E0%A6%BE,রাজশাহীতে শিবির-পুলিশ ধাওয়া-পাল্টা ধাওয়া,রাজশাহী মহানগরীর তালাইমারীতে মিছিলের প্রস্তুতিকালে পুলিশের সঙ্গে ধাওয়া-পাল্টা ধাওয়ার ঘটনা ঘটেছে শিবিরকর্মীদের। জামায়াতে ইসলামীর আমির মতিউর রহমান নিজাম,Yes,Hasib
prison protest,en,https://www.prothomalo.com/bangladesh/district/ljdad0cmpg,"অনশনরত শিক্ষার্থীদের শারীরিক অবস্থার অবনতি, স্যালাইন চলছে ৭ জনের",প্রক্টরিয়াল বডির পদত্যাগসহ সাত দাবিতে তৃতীয় দিনের মতো চট্টগ্রাম বিশ্ববিদ্যালয়ে অনশন চলছে। টানা ৪৮ ঘণ্টা অনশনে সবারই শারীরিক অবস্থার অবনতি হয়েছে। দুর্ব,Yes,Hasib
prison protest,en,https://www.dhakapost.com/politics/401501,বলপ্রয়োগ করে আন্দোলন দমন স্বৈরাচারী মানসিকতার বহিঃপ্রকাশ : শিবির,মূল বেতনের ২০ শতাংশ বাড়িভাড়া ও চিকিৎসা ভাতা বৃদ্ধিসহ তিন দফা দাবিতে রোববার (১২ অক্টোবর) জাতীয় প্রেস ক্লাবের সামনে লাগাতার অবস্থান কর্মসূচি পালনরত শ,Yes,Hasib
prison protest,en,https://www.dhakapost.com/politics/395921,৭ দফা দাবিতে খেলাফত আন্দোলনের বিক্ষোভ,"জুলাই সনদের আইনি ভিত্তি প্রতিষ্ঠা, শাপলা চত্বর ও '২৪ সালের গণঅভ্যুত্থানের গণহত্যার বিচার, নির্বাচনে লেভেল প্লেয়িং ফিল্ড নিশ্চিত, বিদেশে পাচার হওয়া ট",Yes,Hasib
prison protest,en,https://www.banglatribune.com/country/58970/%E0%A6%AB%E0%A7%87%E0%A6%A8%E0%A7%80%E0%A6%A4%E0%A7%87-%E0%A6%9C%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A7%9F%E0%A6%BE%E0%A6%A4-%E0%A6%B6%E0%A6%BF%E0%A6%AC%E0%A6%BF%E0%A6%B0%E0%A7%87%E0%A6%B0-%E0%A7%A7%E0%A7%AD-%E0%A6%95%E0%A6%B0%E0%A7%8D%E0%A6%AE%E0%A7%80-%E0%A6%86%E0%A6%9F%E0%A6%95,ফেনীতে জামায়াত-শিবিরের ১৭ কর্মী আটক,ফেনীতে নাশকতার আশঙ্কায় গত ২৪ ঘণ্টায় ১৭ জামায়াত-শিবিরকর্মীকে আটক করেছে পুলিশ। বৃহস্পতিবার রাত থেকে শহরের বিভিন্ন এলাকায় অভিযান চালিয়ে তাদের আটক করা হয়।,Yes,Hasib
prison protest,en,https://www.prothomalo.com/bangladesh/j6hh33e1f8,মানববন্ধনে দাঁড়িয়ে প্রচণ্ড গরমে জ্ঞান হারালেন চট্টগ্রাম বিশ্ববিদ্যালয়ের শিক্ষার্থী,"চট্টগ্রাম বিশ্ববিদ্যালয়ের শিক্ষার্থীদের মারধরের বিচার, প্রশাসনের জবাবদিহিসহ পাঁচ দাবিতে মানববন্ধন পালন করছিলেন একদল শিক্ষার্থী। আজ বৃহস্পতিবার দুপুর ১",Yes,Hasib
prison protest,en,https://dailynewnation.com/shahbagh-rally-gives-24hrs-to-arrest-hadis-killers,Shahbagh rally gives 24hrs to arrest Hadi’s killers,A massive protest rally demanding justice for Inqilab Mancha spokesperson Sharif Osman Bin Hadi was held at the Shahbagh intersection in the capital o,Yes,Hasib
prison protest,en,https://www.prothomalo.com/bangladesh/district/amzkvbual5,বেক্সিমকোর ১৬ কারখানা খুলে দেওয়ার দাবিতে শ্রমিকদের বিক্ষোভ,গাজীপুর মহানগরীর সারাব এলাকার বেক্সিমকো ইন্ডাস্ট্রিয়াল পার্কের বন্ধ ঘোষণা করা ১৬ কারখানা খুলে দেওয়ার দাবিতে বিক্ষোভ শুরু করেছেন শ্রমিকেরা। আজ শনিবার স,Yes,Hasib
prison protest,en,https://www.newagebd.net/post/south-asia/276377/nepal-mourns-its-dead-after-anti-corruption-protests,Nepal mourns its dead after anti-corruption protests,Nepal flew flags at half-mast during a national day of mourning Wednesday for the 73 people killed during youth-led anti-corruption protests that topp,Yes,Hasib
prison protest,en,https://www.dhakatribune.com/world/middle-east/402397/iranian-protester-erfan-released-on-bail-amid,Iranian protester Erfan released on bail amid conflicting execution claims,"Iranian protester Erfan Soltani, who was widely reported last month to have been sentenced to death over anti-government demonstrations, has been rele",Yes,Hasib
prison protest,en,https://www.newagebd.net/post/south-asia/280689/nepal-pm-holds-first-talks-since-protests-with-parties-gen-z,"Nepal PM holds first talks since protests with parties, ‘Gen Z’",Nepal’s interim leader has held the first talks between political parties and youth representatives since last month’s deadly anti-corruption protests,Yes,Hasib
prison protest,en,https://www.dhakatribune.com/feature/lifestyle/371179/the-evolution-of-graffiti-from-ancient,The evolution of graffiti: From ancient expressions to modern protest art,"Graffiti, often dismissed as mere vandalism, has a rich history that mirrors humanity's enduring desire for expression and identity.

From ancient cav",Yes,Hasib
prison protest,en,https://www.tbsnews.net/economy/four-ctg-port-employees-transferred-instigating-protest-disrupting-operations-1348976,"Four Ctg Port employees transferred for instigating protest, disrupting operations",The Chattogram Port Authority (CPA) has transferred four of its employees to Pangao Inland Container Terminal (ICT) on compulsory grounds for allegedl,Yes,Hasib
prison protest,en,https://www.dhakatribune.com/bangladesh/foreign-affairs/399243/india-no-breach-attempt-at-bangladesh-high,India: No breach attempt at Bangladesh High Commission during protest,"About demonstration in front of the Bangladesh High Commission in New Delhi on December 20, official spokesperson at the Indian Ministry of External A",Yes,Hasib
prison protest,en,https://www.tbsnews.net/world/politics/russian-activists-planning-anti-putin-protest-detained-authorities-opposition-104035,Russian activists planning anti-Putin protest detained by authorities: opposition,Two Russian activists involved in a campaign against what they say are President Vladimir Putin's illegal plans to remain in power were detained by au,Yes,Hasib
prison protest,en,https://dailynewnation.com/the-nagorik-somabesh-demands-an-urgent-solution-mitigating-the-existing-gas-crisis-of-the-dhaka-south-city-corporations-jatribari-dania-shonirakhra-rayerbag-areas-organising-a-protest-in-the-cap,"The Nagorik Somabesh demands an urgent solution mitigating the existing gas crisis of the Dhaka South City Corporation’s Jatribari, Dania, Shonirakhra, Rayerbag areas, organising a protest in the capital, on Friday.","Log in to leave a comment Chair Person and Publisher : SAJU HOSEIN, Editor: MD MOKARRAM HOSSAIN, Managing Editor: ARSHAD HOSEIN, published from The Ne",Yes,Hasib
prison protest,en,https://www.dhakatribune.com/bangladesh/237/banshkhali-residents-to-resume-protest-against,Banshkhali residents to resume protest against coal-based power plant,The residents of Gondamara union in Chittagong’s Banshkhali upazila have decided to resume their protest against the coal-fired power plant project in,Yes,Hasib
prison protest,en,https://www.thedailystar.net/news/fuel-price-hike-protested,Fuel price hike protested,"Leaders of different political, social and workers' organisations have strongly protested the fuel price hike terming it an anti-people decision of th",Yes,Hasib
prison protest,en,https://www.newagebd.net/post/country/280811/journalists-want-press-freedom-pay-hike-protection-law-in-bangladesh,"Journalists want press freedom, pay hike protection law in Bangladesh","Journalists held protest rallies across the country on Saturday to press their 39-point demand, including the implementation of the ‘No Wage Board, No",Yes,Hasib
prison protest,en,https://www.newagebd.net/post/country/280907/city-people-suffer-for-hours-due-to-road-blockade-street-protests,"City people suffer for hours due to road blockade, street protests",City dwellers suffered for at least three and a half hours until 6:00pm on Sunday as different groups staged separate street protests and a road block,Yes,Hasib
অর্থনীতি,bn,https://www.prothomalo.com/business/world-business/umhipn9vzq,অর্থনীতির চ্যালেঞ্জ নিয়ে যা বলছে বৈশ্বিক গণমাধ্যম,কোভিডের সময় থেকেই বাংলাদেশের অর্থনীতির গতি কমতে শুরু করে। এরপর রাশিয়া-ইউক্রেন যুদ্ধের জেরে তেলের দাম বেড়ে যাওয়া এবং ডলার–সংকটের কারণে অর্থনীতি আরেক দফ,Yes,Hasib
অর্থনীতি,bn,https://www.prothomalo.com/opinion/editorial/908xzptu7j,ঋণখেলাপিদের বিচারে ট্রাইব্যুনাল গঠন জরুরি,"বিগত সরকারের আমলে রাজনীতিবিদ, ব্যবসায়ী ও আমলা গোষ্ঠীর সমন্বয়ে যে স্বজনতোষী অর্থনৈতিক ব্যবস্থা গড়ে উঠেছিল, তার সবচেয়ে বড় লক্ষ্যবস্তু হয়ে উঠেছিল ব্যাংক ",Yes,Hasib
অর্থনীতি,bn,https://www.banglatribune.com/country/60427/%E0%A6%B0%E0%A6%BE%E0%A6%AC%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%9B%E0%A6%BE%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%B2%E0%A7%80%E0%A6%97%E0%A7%87%E0%A6%B0-%E0%A6%A6%E0%A7%81%E0%A6%87-%E0%A6%AA%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A7%87-%E0%A6%B8%E0%A6%82%E0%A6%98%E0%A6%B0%E0%A7%8D%E0%A6%B7-%E0%A6%86%E0%A6%B9%E0%A6%A4-%E0%A7%A9,"রাবিতে ছাত্রলীগের দুই পক্ষে সংঘর্ষ, আহত ৩",তুচ্ছ বিষয়কে কেন্দ্র করে রাজশাহী বিশ্ববিদ্যালয়ে (রাবি) ছাত্রলীগের দুপক্ষে সংঘর্ষের ঘটনা ঘটেছে। রবিবার বেলা সাড়ে ১১টার দিকে বিশ্ববিদ্যালয়ের মমতাজউদ্দীন,No,Hasib
অর্থনীতি,bn,https://www.prothomalo.com/business/bank/qtbie4lzs9,আইএমএফের হিসাবে রিজার্ভ ২০ বিলিয়ন ডলারের নিচে,আন্তর্জাতিক মুদ্রা তহবিলের (আইএমএফ) হিসাবপদ্ধতিতে দেশের বৈদেশিক মুদ্রার মজুত বা রিজার্ভ আবার ২০ বিলিয়ন বা ২ হাজার কোটি ডলারের নিচে নেমে গেছে। গতকাল বৃ,Yes,Hasib
